MOIS,CLIENT_ID,homme,courriel,Langue_Francais,naissance,logement,profession,nb_enfant,ville,education,age,revenu,revenu_foyer
28Feb2019 0:00:00,00000000144913,1,1,1,0,0,3,0,2,3,65,45000,262000
31Oct2018 0:00:00,00000000921976,0,1,0,0,1,3,0,5,2,69,53000,61000
31Dec2018 0:00:00,00000000793509,0,0,1,1,0,6,2,6,3,30,84000,84000
31Jan2019 0:00:00,00000000050512,1,0,0,0,0,1,1,5,1,56,63000,258000
28Feb2019 0:00:00,00000000916950,1,0,0,1,0,2,5,3,1,61,21000,33000
31May2018 0:00:00,00000000033730,1,0,0,1,0,1,2,6,2,27,65000,144000
30Jun2018 0:00:00,00000000795135,0,0,1,0,1,2,0,3,4,50,49000,121000
31Dec2018 0:00:00,00000000623320,1,1,1,1,1,2,1,4,5,48,51000,290000
31Jul2018 0:00:00,00000000767800,1,1,1,1,0,1,2,6,1,64,59000,115000
30Nov2018 0:00:00,00000000298698,1,1,1,0,1,2,0,5,1,999,29000,147000
31Aug2018 0:00:00,00000000746592,1,1,0,1,0,2,1,3,4,53,65000,120000
31Mar2019 0:00:00,00000000778788,1,1,1,1,0,1,3,6,5,88,42000,249000
31Aug2018 0:00:00,00000000906320,0,0,1,1,0,2,3,6,5,71,56000,56000
31Jul2018 0:00:00,00000000829269,1,1,1,0,0,1,0,4,1,25,34000,56000
30Nov2018 0:00:00,00000000970562,1,1,1,1,0,6,5,3,1,46,53000,53000
31Mar2019 0:00:00,00000000903684,1,1,0,1,0,3,2,2,5,26,65000,65000
31Jan2019 0:00:00,00000000113028,1,1,1,0,0,1,0,5,3,65,27000,66000
31Oct2018 0:00:00,00000000974351,1,0,1,0,0,2,0,4,4,57,36000,53000
30Apr2018 0:00:00,00000000860763,1,1,1,0,1,3,0,3,5,47,83000,183000
30Nov2018 0:00:00,00000000992556,0,1,1,1,0,2,1,4,3,62,56000,218000
31Jul2018 0:00:00,00000000117711,0,1,1,0,0,3,0,2,3,68,30000,77000
31Mar2018 0:00:00,00000000751893,1,1,1,0,0,6,0,1,3,54,39000,186000
31Jul2018 0:00:00,00000000647400,1,1,0,1,0,5,2,3,1,43,48000,48000
30Sep2018 0:00:00,00000000941284,0,1,0,0,1,4,0,1,3,60,88000,280000
31Mar2018 0:00:00,00000000614158,1,0,1,1,0,3,3,1,4,75,10000,15000
30Apr2018 0:00:00,00000000785498,1,0,0,1,1,3,2,5,5,48,61000,160000
30Nov2018 0:00:00,00000000515076,0,1,0,0,0,1,2,6,1,20,75000,75000
31Mar2019 0:00:00,00000000134476,0,1,0,0,1,1,0,1,1,54,49000,49000
31Oct2018 0:00:00,00000000977145,0,1,0,0,1,5,0,1,4,36,30000,160000
31Mar2019 0:00:00,00000000781679,1,1,0,0,0,4,0,4,4,60,55000,344000
31Jan2019 0:00:00,00000000845211,1,0,1,1,1,3,1,3,1,53,89000,137000
31Aug2018 0:00:00,00000000953733,0,1,1,0,0,2,0,6,1,21,50000,79000
30Sep2018 0:00:00,00000000749522,0,1,1,0,1,6,2,5,1,27,52000,74000
28Feb2019 0:00:00,00000000011130,1,1,0,0,0,1,0,6,5,27,82000,83000
31Oct2018 0:00:00,00000000878713,1,0,1,0,0,2,0,6,3,33,37000,192000
31May2018 0:00:00,00000000837704,1,1,1,1,1,1,3,3,4,72,59000,210000
31Mar2019 0:00:00,00000000049118,1,1,0,0,0,1,0,6,3,38,88000,123000
31Oct2018 0:00:00,00000000841408,1,1,1,0,1,5,0,5,5,29,51000,271000
31May2018 0:00:00,00000000991568,1,0,0,0,0,1,0,6,2,52,49000,103000
31Jan2019 0:00:00,00000000407594,1,0,1,1,0,6,5,1,4,62,92000,93000
31Mar2019 0:00:00,00000000910852,0,1,0,0,0,2,0,6,1,74,75000,87000
30Nov2018 0:00:00,00000000370386,1,1,0,0,0,2,0,5,1,61,33000,126000
31Jan2019 0:00:00,00000000875473,1,1,1,0,1,4,1,1,1,50,66000,134000
31Mar2018 0:00:00,00000000904749,1,1,1,0,0,1,0,5,5,34,69000,69000
30Jun2018 0:00:00,00000000827461,1,1,1,0,0,1,1,5,3,66,82000,127000
31May2018 0:00:00,00000000291953,0,1,0,0,1,4,0,5,1,38,56000,56000
30Apr2018 0:00:00,00000000620185,1,1,1,0,0,3,0,6,4,27,61000,218000
31Jan2019 0:00:00,00000000745986,1,1,1,0,0,2,0,4,4,69,75000,278000
31Oct2018 0:00:00,00000000792760,0,1,0,0,1,2,0,5,4,34,56000,117000
31Mar2018 0:00:00,00000000326560,0,1,1,0,1,2,5,4,5,62,76000,103000
31Jul2018 0:00:00,00000000813588,1,0,0,1,0,2,1,5,3,66,32000,234000
30Nov2018 0:00:00,00000000378426,1,1,0,1,0,1,2,4,3,38,68000,254000
30Jun2018 0:00:00,00000000820499,0,1,0,0,1,1,0,6,1,63,67000,89000
28Feb2019 0:00:00,00000000665433,1,1,1,0,1,1,0,5,3,28,82000,82000
30Nov2018 0:00:00,00000000854808,1,0,0,1,1,1,1,3,1,48,44000,164000
31Jul2018 0:00:00,00000000528789,0,1,1,0,0,4,0,4,1,56,73000,73000
30Jun2018 0:00:00,00000000169601,0,0,0,0,0,2,0,3,3,211,31000,263000
31Jan2019 0:00:00,00000000945137,0,1,1,0,0,2,3,6,3,43,47000,67000
31Aug2018 0:00:00,00000000954886,1,1,0,0,1,3,0,6,5,84,95000,181000
31Aug2018 0:00:00,00000000859554,1,1,1,0,1,2,3,6,5,79,54000,233000
30Jun2018 0:00:00,00000000854360,1,1,0,0,0,2,1,5,1,67,73000,73000
31Jan2019 0:00:00,00000000957253,1,0,1,0,0,4,0,1,1,49,49000,49000
31Mar2019 0:00:00,00000000605889,0,1,0,0,0,6,4,6,1,68,73000,116000
31Jan2019 0:00:00,00000000990186,1,1,1,0,0,2,0,3,5,55,68000,194000
30Sep2018 0:00:00,00000000866598,0,1,1,0,1,1,0,2,4,37,44000,216000
30Apr2018 0:00:00,00000000410992,1,0,1,0,1,4,0,5,5,43,79000,79000
31Mar2018 0:00:00,00000000983214,0,1,1,0,1,4,1,4,4,39,57000,230000
31Dec2018 0:00:00,00000000943120,1,0,1,0,0,1,0,4,1,57,82000,136000
31Mar2018 0:00:00,00000000805486,0,1,1,0,0,3,0,6,1,60,78000,201000
31Aug2018 0:00:00,00000000580324,0,1,1,1,0,4,2,3,4,27,48000,98000
31Jan2019 0:00:00,00000000965988,1,1,1,0,1,1,1,6,3,49,55000,55000
30Apr2018 0:00:00,00000000827138,0,1,0,0,0,6,4,4,1,61,44000,44000
30Jun2018 0:00:00,00000000955163,1,1,1,1,0,3,1,1,4,42,49000,130000
30Jun2018 0:00:00,00000000744871,1,1,0,0,1,2,0,5,4,66,37000,176000
30Apr2018 0:00:00,00000000955500,0,1,1,0,0,5,0,5,3,27,85000,85000
31Oct2018 0:00:00,00000000947578,0,1,0,0,0,5,2,4,4,50,56000,80000
31Oct2018 0:00:00,00000000890872,1,1,0,0,0,6,0,1,3,50,95000,214000
31Mar2019 0:00:00,00000000627540,0,1,0,0,0,1,0,6,1,81,76000,132000
31Dec2018 0:00:00,00000000444144,1,1,1,1,1,1,2,6,1,45,49000,49000
31Mar2019 0:00:00,00000000876557,1,0,0,1,0,2,3,4,4,59,72000,222000
31Jul2018 0:00:00,00000000766807,1,1,0,0,1,6,0,4,1,62,38000,140000
31Jan2019 0:00:00,00000000917358,0,0,1,0,0,3,0,3,5,44,62000,250000
31Mar2019 0:00:00,00000000727280,1,1,0,0,0,2,0,5,1,37,46000,46000
30Sep2018 0:00:00,00000000986431,0,1,0,1,0,2,3,3,2,74,60000,133000
30Jun2018 0:00:00,00000000902814,0,1,1,0,1,5,0,1,3,33,50000,158000
31May2018 0:00:00,00000000963462,0,1,0,0,0,2,0,5,2,36,80000,223000
31Mar2018 0:00:00,00000000937802,1,1,0,0,0,2,0,1,5,32,26000,344000
31Mar2019 0:00:00,00000000589323,1,1,1,1,0,3,2,6,5,47,38000,38000
30Jun2018 0:00:00,00000000962618,1,1,0,0,1,2,0,5,5,62,52000,151000
30Jun2018 0:00:00,00000000584642,1,1,0,0,0,4,0,6,3,55,85000,85000
30Sep2018 0:00:00,00000000970157,1,1,0,1,0,3,4,1,1,31,29000,166000
31Mar2019 0:00:00,00000000963861,1,1,0,1,0,2,2,4,4,65,113000,113000
31Dec2018 0:00:00,00000000940744,1,1,0,0,0,5,0,4,4,59,46000,82000
31Aug2018 0:00:00,00000000386189,0,1,0,1,0,2,1,4,2,61,73000,73000
31Jul2018 0:00:00,00000000851681,0,1,0,0,0,3,0,6,1,40,53000,220000
31Mar2018 0:00:00,00000000921457,0,1,0,0,0,2,0,3,2,43,70000,70000
31Mar2018 0:00:00,00000000146796,0,1,1,0,0,1,2,6,1,21,55000,55000
30Nov2018 0:00:00,00000000895666,1,1,1,0,1,2,0,2,2,48,79000,79000
30Nov2018 0:00:00,00000000906604,0,1,0,0,0,2,2,6,1,28,75000,97000
31Oct2018 0:00:00,00000000786669,1,0,1,1,0,3,2,6,5,30,41000,195000
31Jul2018 0:00:00,00000000723266,0,1,0,0,1,4,0,6,4,23,53000,123000
30Apr2018 0:00:00,00000000244221,1,1,1,0,0,5,0,1,4,46,57000,130000
30Jun2018 0:00:00,00000000984804,1,1,1,1,0,1,4,5,4,54,41000,41000
31Dec2018 0:00:00,00000000828927,0,1,1,1,0,2,1,3,3,77,77000,177000
30Sep2018 0:00:00,00000000853226,1,1,1,0,0,2,0,4,3,28,74000,74000
31May2018 0:00:00,00000000991997,1,1,1,0,0,1,0,3,3,63,96000,96000
31Jul2018 0:00:00,00000000928538,0,0,1,0,1,2,2,3,2,29,60000,150000
30Jun2018 0:00:00,00000000900436,1,1,0,0,0,3,0,3,2,47,56000,148000
31Jul2018 0:00:00,00000000951288,1,1,1,0,0,2,0,6,4,69,61000,61000
31Aug2018 0:00:00,00000000670603,1,1,1,0,1,2,0,5,1,32,73000,113000
28Feb2019 0:00:00,00000000863985,0,1,0,0,0,3,0,5,1,30,84000,104000
30Sep2018 0:00:00,00000000935124,1,1,1,0,0,2,0,4,2,31,28000,207000
30Apr2018 0:00:00,00000000973806,0,0,0,0,0,4,0,6,4,42,48000,48000
31Jul2018 0:00:00,00000000913895,0,1,1,0,0,6,0,5,3,27,40000,176000
31Oct2018 0:00:00,00000000006331,1,1,0,0,0,1,0,6,1,81,57000,61000
31Jan2019 0:00:00,00000000995371,1,0,1,0,0,6,0,3,5,57,49000,49000
31May2018 0:00:00,00000000567842,1,1,0,0,1,2,0,3,1,75,71000,118000
31Jul2018 0:00:00,00000000903118,1,1,0,1,1,2,2,3,4,50,52000,60000
31Oct2018 0:00:00,00000000849100,1,1,1,0,0,5,0,6,4,39,56000,137000
30Apr2018 0:00:00,00000000528208,0,0,0,1,1,6,3,6,5,81,69000,223000
30Apr2018 0:00:00,00000000114649,1,1,1,0,0,3,0,4,2,61,46000,118000
30Nov2018 0:00:00,00000000902018,1,0,0,0,0,3,0,2,1,27,70000,70000
31Jul2018 0:00:00,00000000935689,1,1,1,0,0,3,0,6,1,32,51000,74000
31Mar2018 0:00:00,00000000875896,0,0,1,0,0,2,2,4,1,28,34000,47000
30Nov2018 0:00:00,00000000899133,1,1,0,0,0,2,0,4,1,39,58000,164000
31Dec2018 0:00:00,00000000898402,0,1,1,0,0,2,0,3,2,77,77000,251000
31Mar2018 0:00:00,00000000890307,1,1,0,0,1,6,0,6,5,30,36000,204000
31Jan2019 0:00:00,00000000866530,1,1,0,0,1,6,0,2,4,45,55000,81000
30Jun2018 0:00:00,00000000928099,0,1,0,0,0,5,0,2,3,52,79000,79000
31Aug2018 0:00:00,00000000976817,1,1,0,0,1,2,0,4,5,101,69000,117000
31Dec2018 0:00:00,00000000988723,1,1,1,0,0,2,0,2,4,20,61000,197000
31Dec2018 0:00:00,00000000938913,1,1,1,0,0,1,0,5,3,52,29000,29000
31Aug2018 0:00:00,00000000164878,0,1,0,0,1,2,0,5,4,58,23000,122000
30Apr2018 0:00:00,00000000519219,1,1,0,1,0,1,2,6,1,47,55000,147000
31Mar2019 0:00:00,00000000896298,0,1,1,1,1,1,2,3,1,19,97000,97000
31Jan2019 0:00:00,00000000954089,1,0,0,1,0,2,4,6,5,65,101000,101000
30Jun2018 0:00:00,00000000637401,0,0,0,0,1,1,0,6,2,212,56000,74000
31Mar2019 0:00:00,00000000804771,1,1,1,1,0,6,2,3,3,58,40000,200000
31Mar2018 0:00:00,00000000731549,1,1,0,0,0,1,0,5,1,42,24000,24000
31Jan2019 0:00:00,00000000657839,0,0,1,0,0,1,0,2,1,59,105000,148000
31Dec2018 0:00:00,00000000776001,1,0,1,0,0,1,0,6,1,34,58000,58000
31Aug2018 0:00:00,00000000867728,0,1,1,0,0,3,4,2,4,47,44000,44000
30Apr2018 0:00:00,00000000790744,0,0,1,0,0,4,2,4,2,27,54000,209000
31Dec2018 0:00:00,00000000470549,0,1,0,0,0,1,0,4,5,50,70000,164000
31Jan2019 0:00:00,00000000882172,1,1,1,1,0,6,4,5,5,53,53000,236000
30Nov2018 0:00:00,00000000322679,0,1,1,0,0,3,2,3,5,30,34000,101000
30Sep2018 0:00:00,00000000599050,1,1,0,0,0,2,2,6,3,28,71000,286000
31Oct2018 0:00:00,00000000892048,0,0,0,1,0,2,1,6,2,34,56000,200000
31Mar2018 0:00:00,00000000075668,1,1,1,0,1,3,0,6,2,63,43000,112000
31May2018 0:00:00,00000000523433,1,1,1,0,0,6,1,2,5,57,76000,76000
28Feb2019 0:00:00,00000000609203,1,1,0,0,0,6,0,2,1,84,85000,85000
31Oct2018 0:00:00,00000000893646,0,0,1,0,0,3,0,5,1,39,62000,126000
31Oct2018 0:00:00,00000000924623,1,0,1,1,0,2,3,6,5,65,79000,79000
31Mar2018 0:00:00,00000000450845,0,1,1,1,1,6,2,1,2,29,36000,103000
31May2018 0:00:00,00000000853103,0,1,1,0,0,6,0,6,1,47,72000,115000
31Mar2018 0:00:00,00000000695119,0,0,1,0,1,2,1,4,1,46,62000,111000
31Jul2018 0:00:00,00000000923892,1,1,0,0,0,4,0,3,4,23,58000,58000
30Nov2018 0:00:00,00000000770687,1,0,1,0,1,1,0,1,2,41,56000,188000
30Sep2018 0:00:00,00000000343243,0,1,0,0,0,5,2,6,1,58,38000,107000
31Dec2018 0:00:00,00000000988286,1,1,0,0,1,1,2,1,1,27,38000,157000
31Mar2019 0:00:00,00000000989427,0,0,1,1,1,1,3,1,3,64,61000,192000
31Mar2019 0:00:00,00000000865403,1,1,1,0,1,6,0,6,1,48,10000,151000
31May2018 0:00:00,00000000917078,0,1,1,0,1,5,0,6,1,24,54000,157000
30Nov2018 0:00:00,00000000871118,0,1,0,1,0,6,3,3,5,89,70000,119000
31May2018 0:00:00,00000000965482,0,1,1,0,0,2,0,6,1,24,74000,94000
31Dec2018 0:00:00,00000000611193,0,0,1,0,1,3,0,3,1,31,81000,189000
31Mar2019 0:00:00,00000000718417,1,1,1,0,0,2,2,6,5,50,69000,90000
30Apr2018 0:00:00,00000000532917,0,1,1,0,0,1,0,6,1,31,81000,81000
30Nov2018 0:00:00,00000000892470,1,1,0,0,0,1,1,5,5,25,59000,154000
30Sep2018 0:00:00,00000000508365,1,0,1,0,0,6,0,5,2,90,96000,229000
31Jan2019 0:00:00,00000000618895,1,1,0,0,0,6,0,4,3,65,76000,290000
31Mar2018 0:00:00,00000000148182,1,1,1,0,0,6,0,4,5,54,78000,140000
28Feb2019 0:00:00,00000000641797,1,0,1,0,0,2,0,4,2,61,46000,56000
31Aug2018 0:00:00,00000000651222,0,0,1,0,0,6,0,3,3,56,88000,109000
30Nov2018 0:00:00,00000000789008,1,1,1,0,0,3,0,6,1,999,52000,74000
30Apr2018 0:00:00,00000000985775,1,1,1,0,0,1,2,3,3,51,72000,72000
28Feb2019 0:00:00,00000000957446,1,1,0,0,0,4,4,5,5,30,35000,103000
31May2018 0:00:00,00000000921281,0,1,1,1,0,2,1,5,1,79,56000,75000
31Oct2018 0:00:00,00000000660415,0,1,0,0,0,6,0,6,1,87,58000,60000
30Sep2018 0:00:00,00000000921593,0,1,1,1,0,2,2,4,5,27,65000,293000
31Jan2019 0:00:00,00000000879365,0,1,1,0,0,3,0,6,4,26,70000,70000
31Mar2018 0:00:00,00000000678836,0,1,1,0,0,5,0,5,3,57,76000,133000
30Nov2018 0:00:00,00000000959286,1,1,1,0,0,2,0,2,1,58,33000,53000
28Feb2019 0:00:00,00000000545105,1,1,0,0,0,5,0,1,3,75,64000,64000
30Jun2018 0:00:00,00000000902287,1,1,0,0,0,1,4,6,3,40,53000,53000
31Oct2018 0:00:00,00000000884100,1,1,0,0,0,3,5,5,5,66,47000,169000
31Jan2019 0:00:00,00000000941968,0,1,0,0,0,2,0,6,3,21,62000,170000
31Mar2019 0:00:00,00000000730879,0,1,1,0,1,1,0,1,5,60,58000,58000
30Nov2018 0:00:00,00000000992230,0,0,1,1,0,6,3,5,3,30,73000,117000
31Jul2018 0:00:00,00000000678888,0,0,0,0,0,4,0,5,5,63,64000,102000
30Apr2018 0:00:00,00000000072566,1,1,0,1,0,5,1,5,1,62,39000,217000
28Feb2019 0:00:00,00000000987884,1,1,0,0,0,1,0,6,4,33,28000,165000
30Sep2018 0:00:00,00000000971782,1,1,1,0,0,3,2,3,3,28,34000,34000
30Jun2018 0:00:00,00000000953405,0,1,1,1,0,2,2,1,1,44,52000,180000
31Oct2018 0:00:00,00000000988101,0,0,1,0,0,3,2,6,1,90,72000,168000
31Jan2019 0:00:00,00000000009275,1,0,0,0,0,3,2,5,1,25,72000,72000
30Apr2018 0:00:00,00000000883806,1,1,0,0,0,3,2,5,1,52,36000,36000
31Aug2018 0:00:00,00000000007863,0,0,1,0,1,6,3,5,1,88,60000,104000
31Oct2018 0:00:00,00000000980719,0,0,0,0,1,3,0,5,4,42,81000,81000
30Nov2018 0:00:00,00000000686231,1,1,0,1,0,2,2,5,4,36,27000,41000
30Sep2018 0:00:00,00000000781951,1,1,1,0,0,1,0,3,4,24,44000,299000
31Dec2018 0:00:00,00000000012795,1,1,0,0,0,1,0,6,1,26,23000,163000
28Feb2019 0:00:00,00000000827920,1,1,1,0,0,2,0,4,1,44,76000,76000
31Jul2018 0:00:00,00000000312887,0,0,0,0,0,6,0,1,2,38,56000,94000
30Jun2018 0:00:00,00000000913242,1,1,0,0,0,4,1,5,4,39,100000,100000
31Mar2019 0:00:00,00000000761780,1,1,1,1,0,4,1,6,3,52,54000,167000
31Mar2018 0:00:00,00000000972680,1,1,1,0,0,3,0,5,5,51,58000,68000
30Sep2018 0:00:00,00000000589857,1,1,1,1,0,1,3,4,4,32,51000,202000
31Aug2018 0:00:00,00000000047090,1,0,1,0,0,1,0,4,1,31,57000,57000
28Feb2019 0:00:00,00000000971362,1,1,1,0,0,2,0,6,1,53,66000,204000
31Aug2018 0:00:00,00000000866683,1,0,0,0,0,3,0,1,4,29,48000,67000
30Apr2018 0:00:00,00000000905907,1,1,1,0,1,3,0,5,1,29,35000,164000
31Aug2018 0:00:00,00000000947939,0,1,0,0,0,1,0,6,4,48,50000,165000
31Oct2018 0:00:00,00000000989732,1,1,1,0,1,1,0,5,5,68,56000,84000
31Dec2018 0:00:00,00000000924083,1,1,1,1,0,2,1,6,4,32,77000,204000
31Dec2018 0:00:00,00000000816032,0,1,0,0,0,2,0,3,5,81,36000,246000
30Nov2018 0:00:00,00000000114378,0,1,1,0,0,3,0,6,2,56,55000,55000
30Apr2018 0:00:00,00000000875206,1,1,1,0,0,2,1,6,5,59,57000,115000
31Jul2018 0:00:00,00000000831286,0,0,1,0,0,1,0,5,1,37,47000,263000
30Sep2018 0:00:00,00000000932965,0,1,1,0,0,4,0,2,1,53,71000,191000
31Jan2019 0:00:00,00000000965428,0,0,1,0,0,1,0,1,5,24,75000,195000
31Jan2019 0:00:00,00000000162143,0,0,1,0,0,2,0,5,5,57,68000,120000
31Jul2018 0:00:00,00000000955977,0,0,0,0,0,4,0,6,4,89,40000,133000
30Apr2018 0:00:00,00000000500143,1,1,1,0,0,1,0,6,1,73,68000,245000
30Apr2018 0:00:00,00000000068655,1,1,0,0,1,2,0,6,2,31,73000,124000
30Sep2018 0:00:00,00000000995319,0,1,1,0,0,2,0,1,5,49,30000,161000
30Sep2018 0:00:00,00000000939515,1,1,0,0,0,1,0,3,5,77,82000,163000
31Dec2018 0:00:00,00000000507467,1,1,0,0,1,3,0,3,1,39,61000,223000
31Jan2019 0:00:00,00000000612802,1,1,1,0,0,3,0,5,1,38,51000,138000
31Jan2019 0:00:00,00000000629091,0,1,1,0,1,3,0,5,3,62,29000,132000
31May2018 0:00:00,00000000947650,1,1,1,0,1,2,0,5,1,58,70000,108000
28Feb2019 0:00:00,00000000071794,1,1,1,1,0,3,1,6,1,44,73000,73000
31Mar2019 0:00:00,00000000915923,1,1,1,0,0,2,3,5,2,37,76000,150000
30Jun2018 0:00:00,00000000899363,0,1,1,0,0,4,1,5,2,54,33000,76000
30Apr2018 0:00:00,00000000664365,1,1,1,0,0,3,0,4,1,69,54000,193000
31Dec2018 0:00:00,00000000765845,1,1,0,0,0,1,4,6,3,36,58000,178000
30Jun2018 0:00:00,00000000866716,1,1,0,0,1,2,0,2,1,29,33000,148000
31Oct2018 0:00:00,00000000566936,0,1,1,0,1,1,2,6,3,58,65000,237000
30Sep2018 0:00:00,00000000966421,0,1,0,0,1,6,5,6,3,76,42000,199000
30Apr2018 0:00:00,00000000490754,1,1,1,1,0,4,2,1,3,36,51000,160000
31Oct2018 0:00:00,00000000878672,1,1,1,1,1,1,2,5,5,29,55000,191000
30Sep2018 0:00:00,00000000937785,1,1,0,0,0,1,1,6,1,20,32000,32000
30Sep2018 0:00:00,00000000095592,1,1,0,0,0,3,0,6,2,38,49000,202000
31Jul2018 0:00:00,00000000122710,0,1,0,1,0,3,2,5,5,78,68000,129000
31Mar2019 0:00:00,00000000427533,1,1,0,0,1,1,0,6,4,61,69000,75000
31Aug2018 0:00:00,00000000795010,0,1,1,0,0,1,0,6,4,22,46000,89000
31Jul2018 0:00:00,00000000909032,1,0,1,0,0,2,2,5,5,32,63000,111000
31Oct2018 0:00:00,00000000757668,1,1,0,0,0,3,1,5,5,72,67000,138000
30Apr2018 0:00:00,00000000823149,1,0,0,1,0,2,2,1,1,26,72000,275000
31Mar2019 0:00:00,00000000803947,1,1,1,0,0,1,0,6,4,33,61000,82000
31Mar2019 0:00:00,00000000865974,0,0,1,0,1,2,0,5,3,31,63000,97000
30Apr2018 0:00:00,00000000984229,1,1,1,1,0,2,1,4,1,34,70000,121000
28Feb2019 0:00:00,00000000974168,0,1,1,0,1,4,0,5,5,40,22000,276000
28Feb2019 0:00:00,00000000684860,0,1,1,1,1,1,1,1,3,66,58000,119000
31Mar2019 0:00:00,00000000966968,1,1,1,0,0,6,5,3,3,60,87000,87000
31May2018 0:00:00,00000000933764,1,0,0,0,0,2,0,6,1,51,61000,268000
31Mar2019 0:00:00,00000000868361,1,1,0,0,0,5,0,5,1,74,36000,36000
28Feb2019 0:00:00,00000000756037,0,0,1,0,1,3,4,6,5,49,16000,16000
28Feb2019 0:00:00,00000000986605,0,1,1,0,0,1,1,6,3,56,72000,72000
30Jun2018 0:00:00,00000000425064,1,1,1,0,0,6,3,3,5,47,27000,138000
31Dec2018 0:00:00,00000000056965,1,0,0,1,1,1,5,5,1,43,66000,66000
31Aug2018 0:00:00,00000000921683,1,1,1,0,0,5,0,2,2,53,32000,73000
30Jun2018 0:00:00,00000000979522,1,1,1,0,0,1,0,5,3,23,68000,207000
31May2018 0:00:00,00000000987628,1,1,1,0,1,1,0,1,4,64,50000,143000
28Feb2019 0:00:00,00000000898776,0,1,0,0,0,3,0,5,4,63,61000,289000
30Sep2018 0:00:00,00000000899006,1,1,1,0,0,3,0,5,2,41,72000,83000
28Feb2019 0:00:00,00000000857276,0,1,1,0,0,2,0,6,4,44,40000,40000
30Apr2018 0:00:00,00000000912698,1,1,0,0,0,1,2,6,5,36,75000,202000
31Mar2019 0:00:00,00000000433501,1,1,1,1,0,2,2,1,3,61,36000,123000
28Feb2019 0:00:00,00000000952048,1,1,1,0,0,6,0,4,1,85,37000,122000
28Feb2019 0:00:00,00000000986665,1,1,1,0,0,2,0,6,1,205,63000,388000
31Mar2019 0:00:00,00000000480284,1,0,1,0,0,1,0,5,4,49,29000,258000
31Jan2019 0:00:00,00000000963868,0,1,1,0,0,5,0,1,4,41,74000,120000
31Dec2018 0:00:00,00000000831161,1,1,1,0,0,3,0,2,5,74,38000,1423000
31Jul2018 0:00:00,00000000672150,1,1,1,1,0,3,2,6,1,28,46000,46000
30Sep2018 0:00:00,00000000985037,0,0,1,0,1,1,2,4,1,43,71000,220000
30Jun2018 0:00:00,00000000288789,0,1,1,1,0,3,3,1,1,76,50000,114000
30Sep2018 0:00:00,00000000514638,1,1,1,1,1,6,1,3,5,41,56000,88000
31Dec2018 0:00:00,00000000735616,1,1,1,0,0,1,0,4,3,51,45000,126000
31Mar2018 0:00:00,00000000738640,1,1,1,1,1,2,1,5,1,33,47000,89000
31Oct2018 0:00:00,00000000760557,0,1,1,1,0,3,4,4,2,47,73000,217000
31Oct2018 0:00:00,00000000831194,0,1,1,0,0,6,0,1,1,69,44000,227000
30Nov2018 0:00:00,00000000926049,0,0,1,0,0,3,0,4,4,42,47000,111000
30Jun2018 0:00:00,00000000599669,1,1,0,0,1,1,0,5,5,58,35000,351000
30Apr2018 0:00:00,00000000538601,0,1,1,0,0,3,0,6,5,23,38000,89000
31Dec2018 0:00:00,00000000769553,0,1,1,1,0,3,5,6,4,44,45000,78000
28Feb2019 0:00:00,00000000865530,0,1,1,0,0,2,1,2,5,78,76000,80000
31Aug2018 0:00:00,00000000838544,1,1,0,0,0,1,0,4,5,62,66000,66000
30Apr2018 0:00:00,00000000929713,1,1,1,0,1,2,2,1,3,24,48000,176000
31Jul2018 0:00:00,00000000686517,1,0,1,0,0,3,0,5,1,37,52000,52000
31Aug2018 0:00:00,00000000778506,1,1,1,1,0,3,4,6,3,83,85000,99000
31Jan2019 0:00:00,00000000816784,1,1,1,0,1,5,0,6,3,999,31000,341000
31Jan2019 0:00:00,00000000058631,0,1,0,0,0,1,0,6,1,27,70000,218000
30Jun2018 0:00:00,00000000943824,1,1,1,0,0,2,0,4,5,44,74000,121000
31Jul2018 0:00:00,00000000833789,0,1,0,1,1,1,2,6,1,55,75000,201000
31Jul2018 0:00:00,00000000404288,0,1,1,0,1,3,0,6,2,48,75000,118000
30Jun2018 0:00:00,00000000901391,0,0,0,1,0,1,2,4,5,21,87000,180000
31Jul2018 0:00:00,00000000984592,0,1,0,1,0,6,3,3,2,58,71000,101000
30Sep2018 0:00:00,00000000754900,1,1,0,0,0,1,0,1,5,31,10000,184000
30Jun2018 0:00:00,00000000901337,0,1,0,0,0,2,0,5,5,35,87000,121000
31Mar2019 0:00:00,00000000441499,1,1,0,0,0,3,0,6,1,74,52000,128000
28Feb2019 0:00:00,00000000973961,1,1,1,0,0,6,0,2,2,38,100000,100000
31Dec2018 0:00:00,00000000882783,1,1,1,0,0,2,0,5,5,64,73000,242000
31Aug2018 0:00:00,00000000728228,1,0,1,0,0,3,0,4,1,999,71000,113000
31Aug2018 0:00:00,00000000842373,1,0,1,1,0,1,1,5,2,202,90000,90000
31May2018 0:00:00,00000000716939,0,1,0,0,0,4,1,5,3,35,82000,105000
30Nov2018 0:00:00,00000000973405,1,1,1,0,0,3,0,4,2,40,73000,205000
31Mar2019 0:00:00,00000000141676,1,1,0,1,0,2,5,2,1,73,72000,121000
31Mar2018 0:00:00,00000000045680,0,1,1,0,0,2,0,6,3,50,60000,106000
30Jun2018 0:00:00,00000000959931,1,1,1,0,0,2,4,6,3,76,22000,161000
